351.12  0.73815  0.1947  0.00045236  0.00025854  0.00086628  0.0032481  0.00081747  0.0031356  5.7184e-05  0.00045651  9.1309e-05  0.00061409  9.8658e-05  0.00044243  1.659e-05  8.1721e-05  1.6521e-05  3.6043e-05  2.8576e-05  7.1377e-05  1.6016e-05  5.3815e-05  2.531e-05  4.9445e-05  2.9689e-05  0.00031248  2.1029e-06  1.5194e-05
403.7  0.77233  0.19166  0.0004533  0.00026019  0.00085401  0.0032193  0.00081006  0.0031114  5.718e-05  0.00045233  9.0318e-05  0.0006083  9.8108e-05  0.00043866  1.6715e-05  8.1922e-05  1.6755e-05  3.6196e-05  2.8843e-05  7.175e-05  1.6102e-05  5.3608e-05  2.5034e-05  4.9067e-05  2.9279e-05  0.00030888  2.0769e-06  1.507e-05
464.16  0.79528  0.18547  0.00044722  0.00025773  0.0008278  0.0031395  0.00078942  0.003038  5.6252e-05  0.000441  8.7914e-05  0.0005929  9.5973e-05  0.00042796  1.6562e-05  8.0809e-05  1.6711e-05  3.5759e-05  2.8614e-05  7.0954e-05  1.5925e-05  5.2556e-05  2.4346e-05  4.7893e-05  2.8418e-05  0.00030051  2.0188e-06  1.4715e-05
533.67  0.80533  0.17638  0.00043416  0.00025112  0.00078852  0.0030112  0.00075618  0.002918  5.4412e-05  0.00042288  8.4179e-05  0.00056839  9.2309e-05  0.00041066  1.6128e-05  7.8389e-05  1.6376e-05  3.4729e-05  2.7876e-05  6.8982e-05  1.5483e-05  5.0685e-05  2.3269e-05  4.5955e-05  2.7135e-05  0.00028763  1.9308e-06  1.4139e-05
613.59  0.80147  0.16476  0.00041452  0.00024054  0.00073778  0.0028395  0.00071166  0.0027559  5.1724e-05  0.00039871  7.926e-05  0.00053575  8.7254e-05  0.00038743  1.5424e-05  7.4743e-05  1.5754e-05  3.3136e-05  2.6648e-05  6.5893e-05  1.4788e-05  4.8062e-05  2.1844e-05  4.3327e-05  2.548e-05  0.00027077  1.8163e-06  1.3365e-05
705.48  0.78351  0.15113  0.00038909  0.00022639  0.00067782  0.0026318  0.00065783  0.0025586  4.8298e-05  0.00036951  7.3367e-05  0.00049637  8.1023e-05  0.00035929  1.4478e-05  7.0021e-05  1.4868e-05  3.1044e-05  2.4978e-05  6.1814e-05  1.3869e-05  4.4794e-05  2.0133e-05  4.0122e-05  2.3525e-05  0.00025064  1.68e-06  1.2424e-05
811.13  0.75207  0.13609  0.00035894  0.00020929  0.00061129  0.0023971  0.00059707  0.0023348  4.4287e-05  0.00033656  6.6753e-05  0.00045196  7.3892e-05  0.00032745  1.3333e-05  6.4432e-05  1.3759e-05  2.8547e-05  2.2945e-05  5.6926e-05  1.2766e-05  4.1024e-05  1.8214e-05  3.6482e-05  2.1352e-05  0.00022809  1.5279e-06  1.1357e-05
932.6  0.70863  0.12031  0.00032537  0.00018999  0.00054108  0.0021455  0.00053206  0.0020939  3.987e-05  0.00030124  5.9694e-05  0.0004044  6.6172e-05  0.00029326  1.2043e-05  5.8223e-05  1.248e-05  2.5758e-05  2.0647e-05  5.1453e-05  1.153e-05  3.6913e-05  1.617e-05  3.2566e-05  1.9049e-05  0.00020405  1.366e-06  1.0208e-05
1072.3  0.6553  0.1044  0.0002898  0.00016935  0.00047003  0.0018868  0.00046546  0.0018455  3.5236e-05  0.00026497  5.2465e-05  0.00035558  5.8188e-05  0.00025809  1.0667e-05  5.1663e-05  1.1091e-05  2.2802e-05  1.8195e-05  4.5637e-05  1.0216e-05  3.263e-05  1.4087e-05  2.8536e-05  1.6706e-05  0.00017945  1.2006e-06  9.0221e-06
1232.8  0.5947  0.088937  0.00025363  0.00014822  0.00040077  0.0016307  0.0003998  0.0015988  3.0571e-05  0.00022905  4.5327e-05  0.00030728  5.0246e-05  0.00022322  9.264e-06  4.5017e-05  9.6582e-06  1.9805e-05  1.5702e-05  3.9724e-05  8.8804e-06  2.834e-05  1.2043e-05  2.4548e-05  1.4404e-05  0.00015516  1.0376e-06  7.8416e-06
1417.5  0.52969  0.074397  0.00021816  0.0001274  0.00033547  0.0013853  0.00033723  0.0013617  2.6044e-05  0.00019464  3.85e-05  0.00026102  4.2614e-05  0.00018979  7.8906e-06  3.8528e-05  8.2413e-06  1.6879e-05  1.3272e-05  3.3938e-05  7.5746e-06  2.4189e-05  1.0105e-05  2.0736e-05  1.2211e-05  0.00013193  8.8189e-07  6.7039e-06
1629.8  0.4631  0.06113  0.00018448  0.00010758  0.00027576  0.0011572  0.00027943  0.0011405  2.1794e-05  0.00016264  3.2163e-05  0.00021804  3.5508e-05  0.00015867  6.5935e-06  3.2396e-05  6.8932e-06  1.412e-05  1.0991e-05  2.8468e-05  6.3415e-06  2.0296e-05  8.3254e-06  1.7205e-05  1.0183e-05  0.00011035  7.3738e-07  5.6392e-06
